 town,name,drg,grant_name,grant_type,pay1990,pay1991,pay1992,pay1993,pay1994,pay1995,pay1996,pay1997,pay1998,pay1999,pay2000,pay2001,pay2002,pay2003,pay2004,pay2005,pay2006,pay2007,pay2008,pay2009,pay2010,pay2011,pay2012,pay2013,pay2014,
32,Coventry                 ,E,Professional Development,State,4238.0000,4338.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Quality Enhancement,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3971.0000,4487.0000,4331.0000,
32,Coventry                 ,E,School Building Projects,State,138668.0000,159816.0000,402847.0000,1442552.0000,547591.0000,542402.0000,525230.0000,415791.0000,335911.0000,2665128.0000,9766920.0000,1289598.0000,420835.0000,85776.0000,267567.0000,189755.0000,420660.0000,360205.0000,258345.6800,639220.4700,381336.7000,116325.9000,1502390.0000,92343.0000,59822.0000,
32,Coventry                 ,E,School Readiness -Severe Need,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107000.0000,107000.0000,107000.0000,107000.0000,107000.0000,107000.0000,107000.0000,107000.0000,107000.0000,
32,Coventry                 ,E,Sp. Ed. - Excess Cost,State,28428.0000,31675.0000,33311.0000,73962.0000,69324.0000,135235.0000,142998.0000,166551.0000,186217.0000,191059.0000,203852.0000,76336.0000,162669.0000,83109.0000,127120.0000,170476.0000,313320.0000,272665.0000,410283.0000,692975.0000,647011.0000,605913.0000,624297.0000,538485.0000,705031.0000,
32,Coventry                 ,E,Sp. Ed. - Medicaid,State,0.0000,34511.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Sp. Ed. - Regular,State,924829.0000,1062330.0000,1103178.0000,1130764.0000,1083094.0000,1102507.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Sp. Ed. - State Agency Placements,State,31748.0000,16838.0000,16245.0000,12069.0000,14245.0000,0.0000,16644.0000,20329.0000,34290.0000,105470.0000,173913.0000,155570.0000,99442.0000,153566.0000,62167.0000,35351.0000,0.0000,32074.0000,239232.0000,187388.0000,169313.0000,98824.0000,294202.0000,180203.0000,137638.0000,
32,Coventry                 ,E,Sp.Ed Excs Cost Student Supplmnt,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,122259.0000,122259.0000,122259.0000,122259.0000,0.0000,
32,Coventry                 ,E,State Funds For Tech Infrastructure,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,226530.0000,0.0000,57004.0000,28222.0000,31096.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,State School Breakfast,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13016.0000,12996.0000,12398.0000,
32,Coventry                 ,E,Student Achievement,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10071.0000,0.0000,2764.0000,0.0000,8854.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Teacher Standards Implementation,State,650.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Transportation - Public,State,172121.0000,182348.0000,177290.0000,181598.0000,180140.0000,188671.0000,205533.0000,234683.0000,239285.0000,239170.0000,245324.0000,304029.0000,324252.0000,297370.0000,288385.0000,273282.0000,296269.0000,277760.0000,290041.0000,354350.0000,184065.0000,158545.0000,143598.0000,150659.0000,151514.0000,
32,Coventry                 ,E,Voc Agriculture - Tuition,State,14725.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Vocational Education Equipment,State,0.0000,0.0000,70283.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
32,Coventry                 ,E,Youth Service Bureau,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12562.0000,12550.0000,12541.0000,12545.0000,14500.0000,14523.0000,14513.0000,14464.0000,14465.0000,14500.0000,14505.0000,14510.0000,19510.0000,19510.0000,19511.0000,19511.0000,19511.0000,19399.0000,19457.0000,
33,Cromwell                 ,D,ARRA Ed Technology (Title IID) ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4082.0000,500.0000,-19.0000,0.0000,0.0000,
33,Cromwell                 ,D,ARRA IDEA Part B,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,170000.0000,206000.0000,18767.0000,0.0000,0.0000,
33,Cromwell                 ,D,ARRA Stabilization-Ed Grants,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,396694.0000,615413.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,ARRA Stabilization-Gov Serv,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218719.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,ARRA Title I Improving Basic Pgms ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139619.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,ARRA-IDEA Part B Sec 619 Pre Schl ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10700.0000,4916.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Carl D Perkins Voc. & Tech. Educ.,Federal,5069.0000,3718.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Education Jobs Fund,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181000.0000,74951.0000,0.0000,0.0000,
33,Cromwell                 ,D,Federal Child Nutrition Programs,Federal,28306.0000,30899.0000,37917.0000,42959.0000,46929.0000,54963.0000,54393.0000,54703.0000,71704.0000,62380.0000,64961.0000,56071.0000,64607.0000,53170.0000,65699.0000,73761.0000,85070.0000,99089.0000,107126.6000,118078.9300,143900.9200,150808.3000,161374.2900,184426.2000,208901.7300,
33,Cromwell                 ,D,Goals 2000,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,IDEA Part B,Federal,54044.0000,41832.0000,57310.0000,71980.0000,69930.0000,69930.0000,62000.0000,78492.0000,89750.0000,136412.0000,139997.0000,158118.0000,194164.0000,160000.0000,270600.0000,233941.0000,269727.0000,295214.0000,345217.0000,418242.0000,317492.0000,304216.0000,389518.0000,377680.0000,380559.0000,
33,Cromwell                 ,D,Investing & Personal Finance Educat,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Other Federal Grants,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,297.0000,906.0000,853.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Preschool Grants Program,Federal,5429.0000,7909.0000,11491.0000,8670.0000,11398.0000,9810.0000,7350.0000,12575.0000,9405.0000,9779.0000,10200.0000,10039.0000,10616.0000,10625.0000,10620.0000,10628.0000,10676.0000,10710.0000,10767.0000,5600.0000,14015.0000,12156.0000,8718.0000,12494.0000,0.0000,
33,Cromwell                 ,D,Title I Improving Basic Programs,Federal,125502.0000,117234.0000,193228.0000,177678.0000,165924.0000,134190.0000,114062.0000,126614.0000,145000.0000,160504.0000,161032.0000,155516.0000,207192.0000,227189.0000,237445.0000,228741.0000,190000.0000,196364.0000,158688.0000,288191.0000,316349.0000,231400.0000,221999.0000,211674.0000,155000.0000,
33,Cromwell                 ,D,Title II - Eisenhower Prof. Dev.,Federal,2379.0000,0.0000,3709.0000,5012.0000,5227.0000,5141.0000,5342.0000,5368.0000,6304.0000,7402.0000,7342.0000,7302.0000,9443.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Title II Part D Technology,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4900.0000,7419.0000,5740.0000,4024.0000,1500.0000,1491.0000,1279.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Title II-Part A Teachers,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43000.0000,74107.0000,57186.0000,40000.0000,56466.0000,62689.0000,59764.0000,41773.0000,66614.0000,57611.0000,48795.0000,48139.0000,
33,Cromwell                 ,D,Title III Part A English Language,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11722.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Title IV Part A Safe & Drug Free,Federal,5863.0000,10244.0000,12030.0000,12131.0000,12080.0000,8366.0000,6450.0000,6507.0000,7713.0000,8268.0000,6803.0000,6676.0000,6599.0000,9063.0000,8577.0000,8299.0000,8325.0000,4000.0000,5594.0000,9197.0000,3000.0000,2753.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Title V-Innovative Educ Strategies,Federal,7712.0000,7990.0000,7516.0000,7457.0000,7603.0000,7134.0000,7650.0000,6327.0000,6701.0000,7370.0000,7816.0000,8238.0000,8619.0000,6700.0000,9567.0000,5979.0000,4416.0000,2356.0000,1000.0000,1467.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Title VI-Class Size Reduction Pgm,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23096.0000,24496.0000,35502.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Transition To Teaching,Federal,651.0000,636.0000,675.0000,608.0000,495.0000,523.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Adult Education,State,3528.0000,6750.0000,5805.0000,4919.0000,6187.0000,6583.0000,7614.0000,11328.0000,13944.0000,15184.0000,16063.0000,16476.0000,17226.0000,14986.0000,13780.0000,12539.0000,14112.0000,16448.0000,16013.0000,15433.0000,15070.0000,15347.0000,15100.0000,13724.0000,13606.0000,
33,Cromwell                 ,D,Child Nutrition State Match,State,7486.0000,7911.0000,7981.0000,8211.0000,8287.0000,7901.0000,8010.0000,7734.0000,7810.0000,8021.0000,7532.0000,7578.0000,6779.0000,6793.0000,7130.0000,7052.0000,6690.0000,6934.0000,7474.0000,7470.0000,7838.0000,8080.0000,8019.0000,7923.0000,8304.0000,
33,Cromwell                 ,D,E.E.R.A - Public,State,10259.0000,9662.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,ECS/Alliance Dist Grants,State,1656298.0000,1754575.0000,1718531.0000,1550691.0000,1765276.0000,2071258.0000,2632583.0000,2685830.0000,2670008.0000,2730106.0000,2809591.0000,2890020.0000,3069313.0000,3195194.0000,3000865.0000,3192777.0000,3306772.0000,3314005.0000,4133317.0000,4300089.0000,3699850.0000,3714179.0000,4308694.0000,4447519.0000,4466977.0000,
33,Cromwell                 ,D,Interdistrict Cooperative,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35991.0000,35659.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Magnet School,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,2315.0000,1200.0000,0.0000,0.0000,0.0000,4800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2000.0000,
33,Cromwell                 ,D,Open Choice Program,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10000.0000,6000.0000,10000.0000,12000.0000,18000.0000,28000.0000,69480.0000,94698.0000,90758.0000,123190.0000,126707.0000,167369.0000,202896.0000,406923.0000,366000.0000,419877.0000,
33,Cromwell                 ,D,Professional Development,State,3074.0000,3326.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,School Building Projects,State,526497.0000,533502.0000,461121.0000,867524.0000,474223.0000,441083.0000,431311.0000,393434.0000,458657.0000,1067774.0000,378106.0000,116322.0000,3789632.0000,2270722.0000,1005225.0000,7744145.0000,4015706.0000,740154.0000,347097.0000,770.0000,561570.0000,1876617.0000,0.0000,0.0000,347537.0000,
33,Cromwell                 ,D,Sheff Settlement,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123600.0000,156550.0000,162250.0000,170250.0000,170250.0000,
33,Cromwell                 ,D,Sp. Ed. - Excess Cost,State,12308.0000,7428.0000,11766.0000,26980.0000,43852.0000,34187.0000,27434.0000,46143.0000,35047.0000,34683.0000,19625.0000,74598.0000,32700.0000,69325.0000,47645.0000,62384.0000,140676.0000,96537.0000,145553.0000,86470.0000,161393.0000,247594.0000,225477.0000,255713.0000,290866.0000,
33,Cromwell                 ,D,Sp. Ed. - Regular,State,531706.0000,532597.0000,560155.0000,404902.0000,515292.0000,547147.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Sp. Ed. - State Agency Placements,State,5399.0000,1803.0000,0.0000,0.0000,0.0000,764.0000,17112.0000,27526.0000,23544.0000,57169.0000,0.0000,32455.0000,86595.0000,86394.0000,32250.0000,0.0000,100331.0000,174156.0000,304139.0000,294694.0000,134942.0000,0.0000,78681.0000,73259.0000,56224.0000,
33,Cromwell                 ,D,Sp.Ed Excs Cost Student Supplmnt,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47966.0000,47966.0000,47966.0000,47966.0000,0.0000,
33,Cromwell                 ,D,State Funds For Tech Infrastructure,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91348.0000,53001.0000,63715.0000,29772.0000,0.0000,85162.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,State School Breakfast,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12180.0000,12508.0000,
33,Cromwell                 ,D,Student Achievement,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5087.0000,2669.0000,1747.0000,0.0000,10137.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Teacher Standards Implementation,State,716.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Transportation - Public,State,88485.0000,103561.0000,103339.0000,67567.0000,86101.0000,92836.0000,125131.0000,124060.0000,122210.0000,139621.0000,153438.0000,160288.0000,166935.0000,131612.0000,99981.0000,84840.0000,107709.0000,132602.0000,135419.0000,114430.0000,72259.0000,73250.0000,58311.0000,48047.0000,46478.0000,
33,Cromwell                 ,D,Vocational Education Equipment,State,0.0000,0.0000,57608.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
33,Cromwell                 ,D,Youth Service Bureau,State,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12000.0000,12000.0000,12000.0000,12000.0000,14000.0000,14000.0000,14000.0000,14000.0000,14000.0000,14000.0000,14000.0000,14000.0000,19000.0000,19000.0000,19000.0000,19000.0000,19000.0000,18888.0000,18937.0000,
34,Danbury                  ,H,21st Century Community Learng Cntrs,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123349.0000,123349.0000,155000.0000,307331.0000,234167.0000,161982.0000,91486.0000,118091.0000,435749.0000,368436.0000,
34,Danbury                  ,H,Adult Education,Federal,14235.0000,2000.0000,12000.0000,42000.0000,40000.0000,50000.0000,70000.0000,28000.0000,83000.0000,83000.0000,99927.0000,230109.0000,251962.0000,157700.0000,157700.0000,170000.0000,170000.0000,170000.0000,170000.0000,200000.0000,220000.0000,168000.0000,168000.0000,90000.0000,90000.0000,
34,Danbury                  ,H,ARRA Ed Technology (Title IID) ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10000.0000,5113.0000,15000.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA IDEA Part B,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1450000.0000,927082.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA McKinney-Vento Homeless,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25000.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA NSLP Equipmnt Assistance Grant,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16022.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA Stabilization-Ed Grants,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2102053.0000,3261030.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA Stabilization-Gov Serv,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1158977.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA Title I Improving Basic Pgms ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,835000.0000,78200.0000,67463.0000,0.0000,0.0000,
34,Danbury                  ,H,ARRA-IDEA Part B Sec 619 Pre Schl ,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52000.0000,42086.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,Carl D Perkins Voc. & Tech. Educ.,Federal,44881.0000,48977.0000,71422.0000,86773.0000,82595.0000,78483.0000,75683.0000,74763.0000,82802.0000,80137.0000,97635.0000,97881.0000,101350.0000,109043.0000,121727.0000,120989.0000,122113.0000,119842.0000,125453.0000,116788.0000,129791.0000,145198.0000,115060.0000,131054.0000,147920.0000,
34,Danbury                  ,H,Comprehensive School Reform,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52650.0000,52650.0000,52650.0000,45433.0000,61837.0000,68635.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,Education Jobs Fund,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,334000.0000,1022267.0000,0.0000,0.0000,
34,Danbury                  ,H,Education Of Homeless Children,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10000.0000,15285.0000,15030.0000,24808.0000,15000.0000,28428.0000,20382.0000,20382.0000,20382.0000,21310.0000,21113.0000,21423.0000,24500.0000,42500.0000,40290.0000,0.0000,0.0000,
34,Danbury                  ,H,Even Start Family Literacy Program,Federal,0.0000,0.0000,0.0000,0.0000,176032.0000,125000.0000,211897.0000,106809.0000,200074.0000,140000.0000,145000.0000,165000.0000,200000.0000,250000.0000,222500.0000,201000.0000,194000.0000,102608.0000,104529.0000,90000.0000,106062.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,Family Resource Center Pgm,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,125000.0000,87000.0000,25500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,Federal Child Nutrition Programs,Federal,697030.0000,747390.0000,935840.0000,967634.0000,1130002.0000,1339369.0000,1190676.0000,1350172.0000,1346330.0000,1442395.0000,1424492.0000,1509228.0000,1485881.0000,1354813.0000,1470966.0000,1631153.0000,1814446.0000,1787015.0000,2160016.4800,2255970.9100,2529012.2700,2655461.8300,3009101.8600,3196716.7100,3476572.3000,
34,Danbury                  ,H,Goals 2000,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4000.0000,110158.0000,98558.0000,66420.0000,66149.0000,221000.0000,127600.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,IDEA Part B,Federal,304932.0000,246309.0000,303780.0000,328910.0000,360675.0000,383985.0000,396580.0000,390400.0000,546000.0000,707208.0000,724000.0000,862322.0000,1203087.0000,1283885.0000,1606659.0000,1799611.0000,1674203.0000,2022785.0000,2230738.0000,2022115.0000,2074968.0000,1773975.0000,2256679.0000,2135387.0000,2447973.0000,
34,Danbury                  ,H,Investing & Personal Finance Educat,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25000.0000,25000.0000,0.0000,
34,Danbury                  ,H,Job Training Partnership Act,Federal,25455.0000,35508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
34,Danbury                  ,H,Mathematics And Science Partnership,Federal,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,150000.0000,210813.0000,255000.0000,241200.0000,69800.0000,
34,Danbury                  ,H,Other Federal Grants,Federal,19646.0000,0.0000,0.0000,15366.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,981.0000,8733.0000,4443.0000,0.0000,0.0000,0.0000,0.0000,2447.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
